time,open,high,low,close,volume,spread,real_volume
2025-12-19 09:30:00,4327.58,4329.48,4327.53,4327.78,592,3,0
2025-12-19 09:33:00,4327.89,4329.67,4327.89,4328.62,921,3,0
2025-12-19 09:36:00,4328.61,4328.65,4327.52,4327.93,678,3,0
2025-12-19 09:39:00,4327.96,4328.13,4325.33,4326.05,473,3,0
2025-12-19 09:42:00,4326.05,4326.83,4325.07,4325.1,345,3,0
2025-12-19 09:45:00,4325.11,4325.39,4322.79,4324.92,729,3,0
2025-12-19 09:48:00,4324.97,4325.52,4323.81,4324.03,773,3,0
2025-12-19 09:51:00,4323.99,4325.1,4323.48,4323.97,696,3,0
2025-12-19 09:54:00,4323.91,4324.0,4321.63,4322.3,872,3,0
2025-12-19 09:57:00,4322.28,4324.05,4321.94,4322.67,1005,3,0
2025-12-19 10:00:00,4322.59,4324.17,4321.35,4323.21,844,3,0
2025-12-19 10:03:00,4323.19,4323.6,4321.24,4323.11,834,3,0
2025-12-19 10:06:00,4323.18,4324.77,4322.83,4323.95,618,3,0
2025-12-19 10:09:00,4323.97,4324.56,4322.76,4323.87,425,3,0
2025-12-19 10:12:00,4323.85,4324.3,4321.54,4322.92,615,3,0
2025-12-19 10:15:00,4322.9,4325.16,4322.79,4325.02,507,3,0
2025-12-19 10:18:00,4324.97,4326.25,4324.29,4325.57,451,3,0
2025-12-19 10:21:00,4325.62,4326.01,4324.37,4325.08,499,3,0
2025-12-19 10:24:00,4325.19,4325.3,4322.43,4324.42,703,3,0
2025-12-19 10:27:00,4324.41,4325.8,4324.18,4325.17,599,3,0
2025-12-19 10:30:00,4325.13,4327.25,4324.95,4327.25,623,3,0
2025-12-19 10:33:00,4327.24,4327.72,4326.16,4326.24,653,3,0
2025-12-19 10:36:00,4326.26,4326.84,4325.42,4326.06,737,3,0
2025-12-19 10:39:00,4326.08,4330.11,4325.68,4329.56,1065,3,0
2025-12-19 10:42:00,4329.56,4331.11,4327.9,4327.99,1073,3,0
2025-12-19 10:45:00,4327.96,4328.61,4327.35,4327.61,625,3,0
2025-12-19 10:48:00,4327.56,4328.36,4326.85,4328.23,593,3,0
2025-12-19 10:51:00,4328.2,4328.75,4327.05,4328.64,758,3,0
2025-12-19 10:54:00,4328.66,4328.69,4326.69,4326.89,544,3,0
2025-12-19 10:57:00,4326.86,4327.39,4325.93,4325.98,694,3,0
